Execution time of function: 0:34:54.663388
         3831791657 function calls (3407604323 primitive calls) in 1346.216 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1728080    0.313    0.000    0.313    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
  2621054    0.301    0.000    0.301    0.000 {built-in method posix.fspath}
        7    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
  1805582    0.234    0.000    0.234    0.000 {function Database.__getitem__ at 0x115b9d300}
    57752    0.007    0.000    0.007    0.000 {function FrozenList.__getitem__ at 0x114ef4c20}
  2621052   68.616    0.000   68.616    0.000 {method '__exit__' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
  1859113    2.560    0.000    6.962    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
  2592117    0.650    0.000    0.650    0.000 {method '_update_from_sliced' of 'pandas._libs.index.IndexEngine' objects}
   115504    0.019    0.000    0.019    0.000 {method 'add' of 'set' objects}
 11112466    4.307    0.000    4.307    0.000 {method 'add_index_reference' of 'pandas._libs.internals.BlockValuesRefs' objects}
  5652801    1.942    0.000    8.850    0.000 {method 'any' of 'numpy.ndarray' objects}
  8638670    1.364    0.000    1.364    0.000 {method 'append' of 'list' objects}
  2694276    1.134    0.000    1.134    0.000 {method 'astype' of 'numpy.ndarray' objects}
  2825314    0.463    0.000    0.463    0.000 {method 'clear' of 'dict' objects}
   937322    0.155    0.000    0.155    0.000 {method 'clear_mapping' of 'pandas._libs.index.IndexEngine' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
  3835910    2.423    0.000    2.423    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
  2621060    0.488    0.000    0.488    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       65    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
 11832224    1.970    0.000    1.970    0.000 {method 'get' of 'dict' objects}
  1932396    3.866    0.000    3.866    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
  8156160    3.714    0.000    3.714    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
   864041    2.271    0.000   10.850    0.000 {method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
        7    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
  1756957    0.242    0.000    0.242    0.000 {method 'insert' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
   966196    0.191    0.000    0.191    0.000 {method 'item' of 'numpy.ndarray' objects}
  3616129    0.625    0.000    0.625    0.000 {method 'items' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
   864049    0.167    0.000    0.167    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
   864043    1.244    0.000    1.244    0.000 {method 'match' of 're.Pattern' objects}
  3749282    1.288    0.000    6.644    0.000 {method 'max' of 'numpy.ndarray' objects}
   937320    0.344    0.000    1.331    0.000 {method 'min' of 'numpy.ndarray' objects}
   937320    0.409    0.000    0.409    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
   864176    0.298    0.000    0.298    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
    28884    0.005    0.000    0.005    0.000 {method 'pop' of 'set' objects}
   864040    0.703    0.000    0.703    0.000 {method 'ravel' of 'pandas._libs.arrays.NDArrayBacked' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.499    0.499    0.503    0.503 {method 'read_low_memory' of 'pandas._libs.parsers.TextReader' objects}
 12067485   13.931    0.000   13.931    0.000 {method 'reduce' of 'numpy.ufunc' objects}
  1756958    0.853    0.000    0.853    0.000 {method 'remove' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
    28876    0.015    0.000    0.015    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       50    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
   979549    0.286    0.000    0.286    0.000 {method 'split' of 'str' objects}
  2621056    0.653    0.000    0.653    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
   864042    0.408    0.000    2.187    0.000 {method 'sum' of 'numpy.ndarray' objects}
    28880    0.028    0.000    0.028    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
  1728080    0.762    0.000    0.762    0.000 {method 'view' of 'numpy.ndarray' objects}
 76356674    8.766    0.000    8.766    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
   979546    1.939    0.000    2.290    0.000 {pandas._libs.algos.ensure_object}
 13209128    1.651    0.000    1.651    0.000 {pandas._libs.algos.ensure_platform_int}
  3749284    2.874    0.000    2.874    0.000 {pandas._libs.algos.take_1d_int64_int64}
   966198    1.263    0.000    1.263    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
   937320    1.411    0.000    1.411    0.000 {pandas._libs.algos.take_2d_axis0_int64_int64}
   937320    1.253    0.000    1.253    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
   937320    1.621    0.000    1.621    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
   937320    1.152    0.000    1.152    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
  1874642    0.501    0.000    0.501    0.000 {pandas._libs.internals.get_blkno_placements}
    57753    0.061    0.000    0.061    0.000 {pandas._libs.lib.array_equivalent_object}
    57760    0.013    0.000    0.013    0.000 {pandas._libs.lib.dtypes_all_equal}
  1961274    4.254    0.000    7.071    0.000 {pandas._libs.lib.infer_dtype}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool_list}
  1990151    0.268    0.000    0.268    0.000 {pandas._libs.lib.is_bool}
 12680681    1.563    0.000    1.563    0.000 {pandas._libs.lib.is_float}
  7776363    0.928    0.000    0.928    0.000 {pandas._libs.lib.is_int_or_none}
 30516826    3.608    0.000    3.608    0.000 {pandas._libs.lib.is_integer}
 11743368    1.570    0.000    1.570    0.000 {pandas._libs.lib.is_iterator}
 12176539    4.311    0.000    4.311    0.000 {pandas._libs.lib.is_list_like}
 24834760    3.580    0.000    3.580    0.000 {pandas._libs.lib.is_np_dtype}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_period}
  9004700    1.951    0.000    1.951    0.000 {pandas._libs.lib.is_scalar}
  8111758    1.205    0.000    1.205    0.000 {pandas._libs.lib.item_from_zerodim}
  2076789    6.034    0.000   10.443    0.000 {pandas._libs.lib.maybe_convert_objects}
   937320    0.363    0.000    0.363    0.000 {pandas._libs.lib.maybe_indices_to_slice}
    28876    0.079    0.000    1.909    0.000 {pandas._libs.ops_dispatch.maybe_dispatch_ufunc_to_dunder_op}
   864040    9.981    0.000    9.981    0.000 {pandas._libs.tslib.format_array_from_datetime}
   864040    0.124    0.000    0.124    0.000 {pandas._libs.tslibs.np_datetime.is_unitless}
  3456160    0.487    0.000    0.487    0.000 {pandas._libs.tslibs.np_datetime.py_get_unit_from_dtype}
   864040    5.180    0.000   12.481    0.000 {pandas._libs.tslibs.strptime.array_strptime}
